,SALES,ORDERDATE,STATUS,PRODUCTLINE,COUNTRY,DEALSIZE
1246,5532.12,2003-11-06,Shipped,Classic Cars,Italy,Medium
1247,5096.91,2003-11-14,Shipped,Classic Cars,USA,Medium
1248,4537.08,2003-11-26,Shipped,Classic Cars,USA,Medium
1249,6146.8,2003-12-09,Shipped,Classic Cars,USA,Medium
1250,8258.0,2004-02-12,Shipped,Classic Cars,Ireland,Large
1251,7238.28,2004-03-15,Shipped,Classic Cars,Germany,Large
1252,6756.0,2004-05-05,Shipped,Classic Cars,Finland,Medium
1253,3734.0,2004-07-20,Shipped,Classic Cars,USA,Medium
1254,4674.8,2004-08-20,Shipped,Classic Cars,USA,Medium
1255,7140.76,2004-09-08,Shipped,Classic Cars,USA,Large
1256,3600.65,2004-10-14,Shipped,Classic Cars,UK,Medium
1257,4206.74,2004-10-22,Shipped,Classic Cars,Denmark,Medium
1258,5379.71,2004-11-05,Shipped,Classic Cars,USA,Medium
1259,5679.36,2004-11-21,Shipped,Classic Cars,USA,Medium
1260,4394.84,2004-12-01,Shipped,Classic Cars,USA,Medium
1261,2528.25,2004-12-10,Shipped,Classic Cars,Spain,Small
1262,7031.52,2005-01-26,Shipped,Classic Cars,Japan,Large
1263,5340.9,2005-02-22,Shipped,Classic Cars,Spain,Medium
1264,6376.58,2005-03-15,Shipped,Classic Cars,Spain,Medium
1265,6896.75,2005-05-05,Shipped,Classic Cars,USA,Medium
1266,1903.22,2003-01-06,Shipped,Vintage Cars,USA,Small
1267,2499.56,2003-03-18,Shipped,Vintage Cars,UK,Small
1268,3081.24,2003-05-21,Shipped,Vintage Cars,USA,Medium
1269,3598.22,2003-09-11,Shipped,Vintage Cars,Australia,Medium
1270,3912.09,2003-10-18,Shipped,Vintage Cars,USA,Medium
1271,1584.66,2003-11-05,Shipped,Vintage Cars,Italy,Small
1272,3942.72,2003-11-12,Shipped,Vintage Cars,USA,Medium
1273,2341.2,2003-11-21,Shipped,Vintage Cars,Australia,Small
1274,2482.11,2003-12-02,Shipped,Vintage Cars,USA,Small
1275,3602.02,2004-01-22,Shipped,Vintage Cars,UK,Medium
1276,3566.94,2004-03-02,Shipped,Vintage Cars,France,Medium
1277,3787.98,2004-04-13,Shipped,Vintage Cars,France,Medium
1278,3704.05,2004-08-17,Shipped,Vintage Cars,Italy,Medium
1279,2834.65,2004-09-01,Shipped,Vintage Cars,Singapore,Small
1280,3392.26,2003-10-06,Shipped,Vintage Cars,UK,Medium
1281,3358.31,2004-10-16,Shipped,Vintage Cars,Spain,Medium
1282,7310.0,2004-11-17,Shipped,Vintage Cars,UK,Large
1283,2203.11,2004-11-25,Shipped,Vintage Cars,France,Small
1284,2696.96,2005-01-12,Resolved,Vintage Cars,USA,Small
1285,3376.64,2005-02-16,Shipped,Vintage Cars,Spain,Medium
1286,541.14,2005-04-22,On Hold,Vintage Cars,USA,Small
1287,6134.7,2005-05-29,In Process,Vintage Cars,Australia,Medium
1288,3382.5,2003-02-11,Shipped,Vintage Cars,Denmark,Medium
1289,2240.66,2003-04-16,Shipped,Vintage Cars,Singapore,Small
1290,3962.88,2003-06-06,Shipped,Vintage Cars,Spain,Medium
1291,1685.28,2003-08-08,Shipped,Vintage Cars,USA,Small
1292,1834.36,2003-09-28,Shipped,Vintage Cars,Spain,Small
1293,1916.98,2003-10-21,Shipped,Vintage Cars,USA,Small
1294,2611.0,2003-11-07,Shipped,Vintage Cars,Spain,Small
1295,3630.28,2003-11-14,Shipped,Vintage Cars,USA,Medium
1296,5090.5,2003-11-26,Shipped,Vintage Cars,Spain,Medium
1297,3949.65,2004-01-02,Shipped,Vintage Cars,France,Medium
1298,3491.67,2004-02-18,Shipped,Vintage Cars,Belgium,Medium
1299,2059.19,2004-03-20,Shipped,Vintage Cars,UK,Small
1300,3170.16,2004-05-07,Cancelled,Vintage Cars,USA,Medium
1301,1790.6,2004-06-17,Shipped,Vintage Cars,Canada,Small
1302,2345.97,2004-07-21,Shipped,Vintage Cars,Belgium,Small
1303,3580.88,2004-08-20,Shipped,Vintage Cars,Canada,Medium
1304,4946.06,2004-09-09,Shipped,Vintage Cars,Italy,Medium
1305,3525.6,2004-10-14,Shipped,Vintage Cars,UK,Medium
1306,3602.16,2004-10-29,Shipped,Vintage Cars,France,Medium
1307,4300.5,2004-11-09,Shipped,Vintage Cars,Sweden,Medium
1308,4498.19,2004-11-21,Shipped,Vintage Cars,USA,Medium
1309,3023.1,2004-12-02,Shipped,Vintage Cars,Spain,Medium
1310,3562.49,2005-01-26,Shipped,Vintage Cars,Japan,Medium
1311,1640.24,2005-02-22,Shipped,Vintage Cars,Spain,Small
1312,4739.4,2005-03-23,Shipped,Vintage Cars,USA,Medium
1313,1207.68,2005-05-06,On Hold,Vintage Cars,USA,Small
1314,4228.2,2003-01-29,Shipped,Trucks and Buses,Norway,Medium
1315,4815.45,2003-04-01,Shipped,Trucks and Buses,France,Medium
1316,7083.0,2003-05-28,Shipped,Trucks and Buses,Spain,Large
1317,4601.2,2003-07-24,Shipped,Trucks and Buses,USA,Medium
1318,6467.02,2003-09-19,Shipped,Trucks and Buses,Singapore,Medium
1319,5012.55,2003-10-21,Resolved,Trucks and Buses,Austria,Medium
1320,5121.59,2003-11-06,Shipped,Trucks and Buses,UK,Medium
1321,2441.04,2003-11-13,Shipped,Trucks and Buses,USA,Small
1322,4262.08,2003-11-25,Shipped,Trucks and Buses,France,Medium
1323,6658.02,2003-12-09,Shipped,Trucks and Buses,USA,Medium
1324,4509.08,2004-02-04,Shipped,Trucks and Buses,Singapore,Medium
1325,4716.23,2004-03-11,Shipped,Trucks and Buses,USA,Medium
1326,2390.22,2004-05-04,Shipped,Trucks and Buses,USA,Small
1327,4666.62,2004-06-15,Shipped,Trucks and Buses,Singapore,Medium
1328,5383.08,2004-07-19,Shipped,Trucks and Buses,Australia,Medium
1329,2482.25,2004-08-19,Shipped,Trucks and Buses,USA,Small
1330,5288.64,2004-09-08,Shipped,Trucks and Buses,Sweden,Medium
1331,2184.38,2004-10-13,Shipped,Trucks and Buses,USA,Small
1332,2881.76,2004-10-22,Shipped,Trucks and Buses,Canada,Small
1333,6203.06,2004-11-05,Shipped,Trucks and Buses,Germany,Medium
1334,6763.47,2004-11-19,On Hold,Trucks and Buses,Sweden,Medium
1335,5884.65,2004-11-29,Shipped,Trucks and Buses,Australia,Medium
1336,3559.64,2004-12-10,Shipped,Trucks and Buses,USA,Medium
1337,1668.37,2005-01-20,Shipped,Trucks and Buses,Australia,Small
1338,4890.6,2005-02-17,Shipped,Trucks and Buses,USA,Medium
1339,5235.72,2005-05-01,Shipped,Trucks and Buses,Canada,Medium
1340,4325.16,2005-05-31,In Process,Trucks and Buses,France,Medium
1341,1938.89,2003-01-29,Shipped,Vintage Cars,Norway,Small
1342,2490.5,2003-03-26,Shipped,Vintage Cars,USA,Small
1343,2314.69,2003-05-28,Shipped,Vintage Cars,Spain,Small
1344,1254.83,2003-07-24,Shipped,Vintage Cars,USA,Small
1345,1282.8,2003-09-19,Shipped,Vintage Cars,Singapore,Small
1346,1345.75,2003-10-21,Resolved,Vintage Cars,Austria,Small
1347,2194.22,2003-11-06,Shipped,Vintage Cars,Australia,Small
1348,1972.0,2003-11-13,Shipped,Vintage Cars,USA,Small
1349,1835.98,2003-11-25,Shipped,Vintage Cars,France,Small
1350,1119.93,2003-12-05,Shipped,Vintage Cars,Canada,Small
1351,2082.88,2004-01-29,Shipped,Vintage Cars,USA,Small
1352,1569.75,2004-03-11,Shipped,Vintage Cars,USA,Small
1353,2694.15,2004-05-04,Shipped,Vintage Cars,USA,Small
1354,1257.27,2004-06-15,Shipped,Vintage Cars,Japan,Small
1355,2567.84,2004-07-19,Shipped,Vintage Cars,Australia,Small
1356,2634.28,2004-08-19,Shipped,Vintage Cars,USA,Small
1357,1502.78,2004-09-08,Shipped,Vintage Cars,Sweden,Small
1358,1676.2,2004-10-11,Shipped,Vintage Cars,France,Small
1359,2217.15,2004-10-21,Shipped,Vintage Cars,USA,Small
1360,6832.02,2004-11-05,Shipped,Vintage Cars,USA,Medium
1361,1916.64,2004-11-18,Shipped,Vintage Cars,USA,Small
1362,7110.8,2004-11-01,Shipped,Vintage Cars,Spain,Large
1363,5302.8,2004-12-10,Shipped,Vintage Cars,Spain,Medium
1364,2730.0,2005-01-20,Shipped,Vintage Cars,Australia,Small
1365,7827.3,2005-02-17,Shipped,Vintage Cars,USA,Large
1366,2095.45,2005-05-01,Shipped,Vintage Cars,Canada,Small
1367,1556.62,2005-05-31,In Process,Vintage Cars,Spain,Small
1368,5565.12,2003-03-03,Shipped,Classic Cars,Philippines,Medium
1369,3583.16,2003-05-08,Shipped,Classic Cars,France,Medium
1370,4705.18,2003-07-02,Shipped,Classic Cars,USA,Medium
1371,4444.54,2003-09-03,Shipped,Classic Cars,USA,Medium
1372,4618.88,2003-10-10,Shipped,Classic Cars,USA,Medium
1373,4910.4,2003-11-04,Shipped,Classic Cars,Australia,Medium
1374,5565.12,2003-11-11,Shipped,Classic Cars,France,Medium
1375,4237.76,2003-11-20,Shipped,Classic Cars,Germany,Medium
1376,5673.58,2004-01-15,Shipped,Classic Cars,France,Medium
1377,5260.15,2004-02-22,Shipped,Classic Cars,Switzerland,Medium
1378,6350.96,2004-04-09,Shipped,Classic Cars,Denmark,Medium
1379,3559.4,2004-05-26,Shipped,Classic Cars,France,Medium
1380,2410.6,2004-06-30,Shipped,Classic Cars,USA,Small
1381,5713.92,2004-08-02,Shipped,Classic Cars,USA,Medium
1382,4300.32,2004-08-30,Shipped,Classic Cars,Switzerland,Medium
1383,7947.31,2004-09-30,Shipped,Classic Cars,Finland,Large
1384,5356.8,2004-10-16,Shipped,Classic Cars,Germany,Medium
1385,7901.1,2004-11-03,Shipped,Classic Cars,USA,Large
1386,6101.0,2004-11-16,Shipped,Classic Cars,Philippines,Medium
1387,6276.46,2004-11-24,Shipped,Classic Cars,Australia,Medium
1388,4203.5,2004-12-07,Shipped,Classic Cars,Spain,Medium
1389,1629.04,2005-01-06,Shipped,Classic Cars,Finland,Small
1390,3289.86,2005-02-10,Shipped,Classic Cars,Spain,Medium
1391,6862.94,2005-03-04,Shipped,Classic Cars,USA,Medium
1392,2574.18,2003-03-18,Shipped,Classic Cars,UK,Small
1393,1327.79,2003-05-21,Shipped,Classic Cars,USA,Small
1394,2356.25,2003-09-11,Shipped,Classic Cars,Australia,Small
1395,2013.5,2003-10-17,Shipped,Classic Cars,Denmark,Small
1396,2807.22,2003-11-05,Shipped,Classic Cars,Italy,Small
1397,3072.96,2003-11-12,Shipped,Classic Cars,USA,Medium
1398,1906.5,2003-11-21,Shipped,Classic Cars,Australia,Small
1399,3431.7,2003-12-02,Shipped,Classic Cars,USA,Medium
1400,2084.75,2004-01-22,Shipped,Classic Cars,UK,Small
1401,2136.01,2004-03-02,Shipped,Classic Cars,France,Small
1402,2009.7,2004-04-13,Shipped,Classic Cars,France,Small
1403,2719.8,2004-07-07,Shipped,Classic Cars,USA,Small
1404,1575.08,2004-08-09,Shipped,Classic Cars,Spain,Small
1405,1688.43,2004-09-01,Shipped,Classic Cars,Singapore,Small
1406,1672.1,2003-10-06,Shipped,Classic Cars,UK,Small
1407,1674.75,2004-10-16,Shipped,Classic Cars,Spain,Small
1408,3472.98,2004-11-17,Shipped,Classic Cars,UK,Medium
1409,1649.18,2004-11-25,Shipped,Classic Cars,France,Small
1410,3751.0,2005-01-12,Resolved,Classic Cars,USA,Medium
1411,4536.0,2005-02-16,Shipped,Classic Cars,Spain,Medium
1412,4421.34,2005-04-22,On Hold,Classic Cars,USA,Medium
1413,2078.28,2005-05-29,In Process,Classic Cars,Australia,Small
1414,3069.0,2003-03-18,Shipped,Classic Cars,UK,Medium
1415,1713.8,2003-05-21,Shipped,Classic Cars,USA,Small
1416,1506.5,2003-09-11,Shipped,Classic Cars,Australia,Small
1417,2692.12,2003-10-17,Shipped,Classic Cars,Denmark,Small
1418,2422.08,2003-11-05,Shipped,Classic Cars,USA,Small
1419,3488.34,2003-11-12,Shipped,Classic Cars,USA,Medium
1420,2583.34,2003-11-20,Shipped,Classic Cars,USA,Small
1421,1249.4,2003-12-02,Shipped,Classic Cars,USA,Small
1422,3374.71,2004-01-16,Shipped,Classic Cars,Spain,Medium
1423,1265.46,2004-02-26,Shipped,Classic Cars,USA,Small
1424,1681.46,2004-04-13,Shipped,Classic Cars,France,Small
1425,3204.0,2004-07-07,Shipped,Classic Cars,USA,Medium
1426,2398.72,2004-08-09,Shipped,Classic Cars,Spain,Small
1427,2381.04,2004-09-01,Shipped,Classic Cars,Singapore,Small
1428,1944.54,2003-10-05,Shipped,Classic Cars,Norway,Small
1429,2273.7,2004-10-16,Shipped,Classic Cars,Spain,Small
1430,2116.5,2004-11-04,Shipped,Classic Cars,USA,Small
1431,1307.32,2004-11-17,Shipped,Classic Cars,UK,Small
1432,1726.37,2004-11-25,Shipped,Classic Cars,France,Small
1433,1267.77,2005-01-12,Resolved,Classic Cars,USA,Small
1434,3441.82,2005-02-16,Shipped,Classic Cars,Spain,Medium
1435,1987.18,2005-04-22,On Hold,Classic Cars,USA,Small
1436,3880.2,2005-05-29,In Process,Classic Cars,Australia,Medium
1437,1942.15,2003-01-31,Shipped,Classic Cars,Spain,Small
1438,3259.92,2003-04-04,Shipped,Classic Cars,USA,Medium
1439,1213.8,2003-06-03,Shipped,Classic Cars,USA,Small
1440,1086.6,2003-08-01,Shipped,Classic Cars,Finland,Small
1441,1632.75,2003-09-25,Shipped,Classic Cars,Australia,Small
1442,1734.0,2003-10-22,Shipped,Classic Cars,Singapore,Small
1443,1857.06,2003-11-06,Shipped,Classic Cars,Italy,Small
1444,1863.41,2003-11-14,Shipped,Classic Cars,Spain,Small
1445,2924.68,2003-11-25,Shipped,Classic Cars,USA,Small
1446,2294.18,2003-12-09,Shipped,Classic Cars,USA,Small
1447,1457.82,2004-02-12,Shipped,Classic Cars,Ireland,Small
1448,1955.88,2004-03-15,Shipped,Classic Cars,Germany,Small
1449,2314.4,2004-05-05,Shipped,Classic Cars,Spain,Small
1450,1310.96,2004-06-15,Shipped,Classic Cars,Singapore,Small
1451,2913.3,2004-07-20,Shipped,Classic Cars,USA,Small
1452,1357.78,2004-08-20,Shipped,Classic Cars,USA,Small
1453,2150.0,2004-09-08,Shipped,Classic Cars,USA,Small
1454,2783.25,2004-10-13,Shipped,Classic Cars,USA,Small
1455,2339.92,2004-10-22,Shipped,Classic Cars,Denmark,Small
1456,1729.0,2004-11-05,Shipped,Classic Cars,USA,Small
1457,5972.4,2004-11-20,Shipped,Classic Cars,France,Medium
1458,2275.2,2004-12-01,Shipped,Classic Cars,USA,Small
1459,2673.44,2004-12-10,Shipped,Classic Cars,Spain,Small
1460,2431.75,2005-01-23,Shipped,Classic Cars,USA,Small
1461,2018.72,2005-02-22,Shipped,Classic Cars,Spain,Small
1462,1558.99,2005-03-15,Shipped,Classic Cars,Spain,Small
1463,1104.6,2005-05-03,Shipped,Classic Cars,Spain,Small
1464,2575.1,2005-05-31,In Process,Classic Cars,France,Small
1465,2845.75,2003-02-24,Shipped,Motorcycles,USA,Small
1466,3431.75,2003-04-29,Shipped,Motorcycles,Australia,Medium
1467,3273.9,2003-07-01,Shipped,Motorcycles,France,Medium
1468,4119.4,2003-08-25,Shipped,Motorcycles,USA,Medium
1469,5355.68,2003-10-10,Shipped,Motorcycles,USA,Medium
1470,5747.5,2003-10-28,Shipped,Motorcycles,USA,Medium
1471,5355.36,2003-11-11,Shipped,Motorcycles,France,Medium
1472,2535.75,2003-11-18,Shipped,Motorcycles,Norway,Small
1473,4351.23,2003-12-01,Shipped,Motorcycles,USA,Medium
1474,2254.0,2004-01-15,Shipped,Motorcycles,France,Small
1475,2921.28,2004-02-20,Shipped,Motorcycles,Australia,Small
1476,2299.0,2004-04-05,Shipped,Motorcycles,USA,Small
1477,2637.18,2004-05-18,Shipped,Motorcycles,USA,Small
1478,4307.52,2004-06-28,Shipped,Motorcycles,USA,Medium
1479,2153.76,2004-07-23,Shipped,Motorcycles,France,Small
1480,3716.88,2004-08-27,Shipped,Motorcycles,USA,Medium
1481,5455.76,2004-09-30,Shipped,Motorcycles,Finland,Medium
1482,2650.62,2004-10-15,Shipped,Motorcycles,Norway,Small
1483,6437.28,2004-11-02,Shipped,Motorcycles,USA,Medium
1484,2633.4,2004-11-15,Shipped,Motorcycles,USA,Small
1485,2278.53,2004-11-23,Shipped,Motorcycles,Japan,Small
1486,4846.0,2005-01-05,Shipped,Motorcycles,USA,Medium
1487,4197.1,2005-02-02,Shipped,Motorcycles,Australia,Medium
1488,4597.65,2005-03-03,Shipped,Motorcycles,Sweden,Medium
1489,5287.7,2005-04-08,Shipped,Motorcycles,UK,Medium
1490,3550.05,2005-05-13,Disputed,Motorcycles,Spain,Medium
1491,1721.73,2003-03-18,Shipped,Classic Cars,UK,Small
1492,2993.5,2003-05-20,Shipped,Classic Cars,France,Small
1493,1295.06,2003-07-10,Shipped,Classic Cars,France,Small
1494,2671.95,2003-09-11,Shipped,Classic Cars,Australia,Small
1495,1226.59,2003-10-17,Shipped,Classic Cars,Denmark,Small
1496,1453.84,2003-11-05,Shipped,Classic Cars,USA,Small
1497,1830.22,2003-11-12,Shipped,Classic Cars,Norway,Small
1498,2530.01,2003-11-20,Shipped,Classic Cars,USA,Small
1499,2241.45,2003-12-02,Shipped,Classic Cars,USA,Small
1500,2399.85,2004-01-16,Shipped,Classic Cars,Spain,Small
1501,1557.72,2004-02-26,Shipped,Classic Cars,USA,Small
1502,845.25,2004-04-13,Shipped,Classic Cars,France,Small
1503,1352.4,2004-07-06,Shipped,Classic Cars,Italy,Small
1504,1584.8,2004-08-06,Shipped,Classic Cars,USA,Small
1505,2616.0,2004-09-01,Shipped,Classic Cars,Singapore,Small
1506,1129.04,2003-10-05,Shipped,Classic Cars,Norway,Small
1507,2218.5,2004-10-16,Shipped,Classic Cars,Spain,Small
1508,2028.48,2004-11-04,Shipped,Classic Cars,USA,Small
1509,1759.2,2004-11-17,Shipped,Classic Cars,UK,Small
1510,977.67,2004-11-24,Shipped,Classic Cars,France,Small
1511,1463.0,2005-01-12,Resolved,Classic Cars,USA,Small
1512,3970.56,2005-02-10,Shipped,Classic Cars,Spain,Medium
1513,2576.0,2005-04-22,On Hold,Classic Cars,USA,Small
1514,2233.69,2005-05-29,In Process,Classic Cars,Australia,Small
1515,2481.64,2003-02-17,Shipped,Planes,Italy,Small
1516,4651.53,2003-04-29,Shipped,Planes,Australia,Medium
1517,3858.1,2003-06-27,Shipped,Planes,Spain,Medium
1518,3501.6,2003-08-25,Shipped,Planes,USA,Medium
1519,6433.7,2003-10-28,Shipped,Planes,USA,Medium
1520,2658.96,2004-01-12,Shipped,Planes,Japan,Small
1521,3608.76,2004-02-20,Shipped,Planes,Australia,Medium
1522,2214.67,2004-04-02,Shipped,Planes,Canada,Small
1523,2747.53,2004-05-11,Shipped,Planes,USA,Small
1524,3310.92,2004-06-24,Cancelled,Planes,Spain,Medium
1525,2380.0,2004-07-23,Shipped,Planes,France,Small
1526,2310.88,2004-08-21,Shipped,Planes,Norway,Small
1527,4061.76,2004-09-16,Shipped,Planes,Ireland,Medium
1528,3493.7,2004-10-15,Shipped,Planes,USA,Medium
1529,2872.25,2004-11-01,Shipped,Planes,UK,Small
1530,4114.38,2004-11-12,Shipped,Planes,Italy,Medium
1531,1063.65,2004-11-23,Shipped,Planes,Japan,Small
1532,2008.44,2004-12-04,Shipped,Planes,USA,Small
1533,4328.6,2005-02-02,Shipped,Planes,Australia,Medium
1534,1376.43,2005-03-01,Resolved,Planes,Spain,Small
1535,5552.16,2005-03-30,Shipped,Planes,France,Medium
1536,3659.02,2005-04-03,On Hold,Planes,USA,Medium
1537,4165.61,2005-05-10,Shipped,Planes,Italy,Medium
1538,1404.0,2003-01-09,Shipped,Vintage Cars,Germany,Small
1539,710.2,2003-03-18,Shipped,Vintage Cars,UK,Small
1540,1702.8,2003-05-21,Shipped,Vintage Cars,USA,Small
1541,1194.84,2003-09-12,Shipped,Vintage Cars,USA,Small
1542,1007.14,2003-10-18,Shipped,Vintage Cars,USA,Small
1543,977.43,2003-11-05,Shipped,Vintage Cars,Italy,Small
1544,1436.76,2003-11-12,Shipped,Vintage Cars,USA,Small
1545,759.46,2003-11-21,Shipped,Vintage Cars,Australia,Small
1546,1189.44,2003-12-03,Shipped,Vintage Cars,Spain,Small
1547,683.8,2004-01-26,Shipped,Vintage Cars,Spain,Small
1548,1226.82,2004-03-02,Shipped,Vintage Cars,France,Small
1549,974.82,2004-04-26,Shipped,Vintage Cars,USA,Small
1550,577.6,2004-08-17,Shipped,Vintage Cars,Italy,Small
1551,1106.93,2004-09-01,Shipped,Vintage Cars,Singapore,Small
1552,694.6,2004-10-11,Shipped,Vintage Cars,France,Small
1553,1152.06,2004-10-21,Shipped,Vintage Cars,USA,Small
1554,2624.0,2004-11-04,Shipped,Vintage Cars,USA,Small
1555,3685.95,2004-11-17,Shipped,Vintage Cars,UK,Medium
1556,703.6,2004-11-25,Shipped,Vintage Cars,France,Small
1557,9720.0,2004-12-09,Shipped,Vintage Cars,France,Large
1558,834.67,2005-01-12,Resolved,Vintage Cars,USA,Small
1559,2257.92,2005-02-16,Shipped,Vintage Cars,Spain,Small
1560,8344.71,2005-03-09,Shipped,Vintage Cars,Australia,Large
1561,1801.94,2005-04-23,Shipped,Vintage Cars,Singapore,Small
1562,1209.6,2005-05-29,In Process,Vintage Cars,Australia,Small
1563,3155.14,2003-02-24,Shipped,Motorcycles,USA,Medium
1564,2848.86,2003-04-29,Shipped,Motorcycles,Australia,Small
1565,3570.29,2003-07-01,Shipped,Motorcycles,France,Medium
1566,3902.41,2003-08-25,Shipped,Motorcycles,USA,Medium
1567,1474.66,2003-10-10,Shipped,Motorcycles,Norway,Small
1568,2186.89,2003-10-28,Shipped,Motorcycles,USA,Small
1569,1919.4,2003-11-11,Shipped,Motorcycles,France,Small
1570,3656.0,2003-11-18,Shipped,Motorcycles,Norway,Medium
1571,1847.0,2003-12-01,Shipped,Motorcycles,USA,Small
1572,1851.0,2004-01-12,Shipped,Motorcycles,Japan,Small
1573,2633.78,2004-02-20,Shipped,Motorcycles,Australia,Small
1574,3153.6,2004-04-03,Shipped,Motorcycles,USA,Medium
1575,2803.2,2004-05-11,Shipped,Motorcycles,USA,Small
1576,2311.02,2004-06-28,Shipped,Motorcycles,USA,Small
1577,2399.4,2004-07-23,Shipped,Motorcycles,France,Small
1578,2733.12,2004-08-27,Shipped,Motorcycles,USA,Small
1579,2096.32,2004-09-16,Shipped,Motorcycles,Ireland,Small
1580,2971.34,2004-10-15,Shipped,Motorcycles,USA,Small
1581,2257.58,2004-11-02,Shipped,Motorcycles,USA,Small
1582,3493.91,2004-11-15,Shipped,Motorcycles,USA,Medium
1583,4398.9,2004-11-24,Shipped,Motorcycles,Spain,Medium
1584,3595.62,2005-01-06,Shipped,Motorcycles,Finland,Medium
1585,2443.29,2005-02-03,Shipped,Motorcycles,France,Small
1586,3988.6,2005-03-03,Shipped,Motorcycles,Sweden,Medium
1587,5168.4,2005-04-07,Shipped,Motorcycles,France,Medium
1588,2803.2,2005-05-10,Shipped,Motorcycles,Italy,Small
1589,6341.21,2003-02-11,Shipped,Ships,Denmark,Medium
1590,5189.78,2003-04-16,Shipped,Ships,Singapore,Medium
1591,6027.75,2003-06-12,Shipped,Ships,UK,Medium
1592,3366.0,2003-08-08,Shipped,Ships,USA,Medium
1593,5456.4,2003-09-28,Shipped,Ships,Spain,Medium
1594,3812.16,2003-10-23,Cancelled,Ships,Sweden,Medium
1595,6083.0,2003-11-07,Shipped,Ships,Spain,Medium
1596,3170.7,2003-11-14,Shipped,Ships,USA,Medium
1597,4534.6,2003-11-26,Shipped,Ships,Spain,Medium
1598,4301.15,2004-01-02,Shipped,Ships,France,Medium
1599,6804.63,2004-02-18,Shipped,Ships,Belgium,Medium
1600,5652.94,2004-03-20,Shipped,Ships,UK,Medium
1601,6960.48,2004-05-07,Cancelled,Ships,USA,Medium
1602,4512.6,2004-06-17,Shipped,Ships,Canada,Medium
1603,2784.76,2004-07-21,Shipped,Ships,Belgium,Small
1604,5316.36,2004-08-20,Shipped,Ships,Canada,Medium
1605,2941.89,2004-09-09,Shipped,Ships,Italy,Small
1606,3207.4,2004-10-14,Shipped,Ships,UK,Medium
1607,4215.05,2004-10-29,Shipped,Ships,France,Medium
1608,4333.29,2004-11-09,Shipped,Ships,Sweden,Medium
1609,2087.13,2004-11-21,Shipped,Ships,USA,Small
1610,1711.22,2004-12-02,Shipped,Ships,Spain,Small
1611,3910.53,2005-01-26,Shipped,Ships,Japan,Medium
1612,2255.12,2005-02-23,Shipped,Ships,USA,Small
1613,5720.75,2005-03-23,Shipped,Ships,USA,Medium
1614,3335.23,2005-05-06,On Hold,Ships,USA,Medium
1615,2472.96,2003-01-09,Shipped,Vintage Cars,Germany,Small
1616,1729.65,2003-03-18,Shipped,Vintage Cars,UK,Small
1617,995.5,2003-05-21,Shipped,Vintage Cars,USA,Small
1618,2414.72,2003-09-12,Shipped,Vintage Cars,USA,Small
1619,1560.47,2003-10-18,Shipped,Vintage Cars,USA,Small
1620,1112.94,2003-11-05,Shipped,Vintage Cars,Italy,Small
1621,1138.94,2003-11-12,Shipped,Vintage Cars,USA,Small
1622,1012.4,2003-11-21,Shipped,Vintage Cars,Australia,Small
1623,913.92,2003-12-03,Shipped,Vintage Cars,Spain,Small
1624,2349.06,2004-01-26,Shipped,Vintage Cars,Spain,Small
1625,1161.12,2004-03-02,Shipped,Vintage Cars,France,Small
1626,1764.75,2004-04-29,Shipped,Vintage Cars,Spain,Small
1627,1690.9,2004-06-04,Shipped,Vintage Cars,France,Small
1628,2137.05,2004-08-17,Shipped,Vintage Cars,Italy,Small
1629,2177.1,2004-09-03,Shipped,Vintage Cars,Norway,Small
1630,1734.48,2004-10-11,Shipped,Vintage Cars,France,Small
1631,865.49,2004-10-21,Shipped,Vintage Cars,USA,Small
1632,3500.1,2004-11-04,Shipped,Vintage Cars,USA,Medium
1633,2223.52,2004-11-17,Shipped,Vintage Cars,UK,Small
1634,2311.68,2004-11-25,Shipped,Vintage Cars,France,Small
1635,828.36,2004-12-09,Shipped,Vintage Cars,France,Small
1636,856.52,2005-01-12,Resolved,Vintage Cars,USA,Small
1637,1845.45,2005-02-16,Shipped,Vintage Cars,Spain,Small
1638,4042.08,2005-03-09,Shipped,Vintage Cars,Australia,Medium
1639,1828.0,2005-05-29,In Process,Vintage Cars,USA,Small
1640,3680.28,2003-01-29,Shipped,Trucks and Buses,Norway,Medium
1641,2925.09,2003-04-01,Shipped,Trucks and Buses,France,Small
1642,3415.77,2003-05-28,Shipped,Trucks and Buses,Spain,Medium
1643,5105.14,2003-07-24,Shipped,Trucks and Buses,USA,Medium
1644,5098.8,2003-09-21,Shipped,Trucks and Buses,Finland,Medium
1645,4661.76,2003-10-22,Shipped,Trucks and Buses,Singapore,Medium
1646,2969.96,2003-11-06,Shipped,Trucks and Buses,UK,Small
1647,3496.32,2003-11-14,Shipped,Trucks and Buses,Spain,Medium
1648,5760.93,2003-11-25,Shipped,Trucks and Buses,France,Medium
1649,6819.04,2003-12-09,Shipped,Trucks and Buses,USA,Medium
1650,3148.88,2004-02-04,Shipped,Trucks and Buses,Singapore,Medium
1651,5704.32,2004-03-11,Shipped,Trucks and Buses,USA,Medium
1652,3520.6,2004-05-05,Shipped,Trucks and Buses,Spain,Medium
1653,5285.62,2004-06-15,Shipped,Trucks and Buses,Singapore,Medium
1654,5605.05,2004-07-20,Shipped,Trucks and Buses,USA,Medium
1655,2779.5,2004-08-19,Shipped,Trucks and Buses,USA,Small
